month,subject,date,ni_file,n_ref_onsets,n_target_onsets,n_matched_onsets,mean_diff,std_diff,mean_abs_diff,median_diff,median_abs_diff,min_diff,max_diff,name,Q1,Q2,datetime
9月,10,20250903,4_20250903_143256_ni.txt,129.0,118.0,118.0,-0.4505245762711856,2.231634926287567,0.6784330508474579,0.0946500000000014,0.1343999999999994,-18.028,1.1770000000000067,takakuwa_0903,74.0,76.0,2025-09-03 14:33:11
9月,10,20250903,5_20250903_144605_ni.txt,193.0,160.0,160.0,-0.3355400000000003,1.481891228894685,0.4758012499999999,0.0451000000000032,0.122600000000002,-12.5631,1.338499999999982,takakuwa_0903,86.0,84.0,2025-09-03 14:46:24
9月,10,20250903,6_20250903_145305_ni.txt,193.0,168.0,168.0,-0.3654309523809526,1.6137434029577225,0.4980345238095244,0.0550999999999977,0.1243999999999978,-15.119400000000002,0.2047999999999987,takakuwa_0903,85.0,87.0,2025-09-03 14:53:23
9月,10,20250903,7_20250903_145755_ni.txt,192.0,179.0,179.0,-0.3062290502793293,1.3308305425601072,0.4361899441340779,0.0272000000000005,0.1172999999999859,-10.5242,0.2048000000000058,takakuwa_0903,93.0,94.0,2025-09-03 14:58:22
9月,10,20250903,8_20250903_150006_ni.txt,128.0,285.0,285.0,0.0153031578947375,0.8925220958239005,0.1589305263157897,0.0282999999999997,0.0609999999999999,-14.3394,2.260300000000015,takakuwa_0903,97.0,98.0,2025-09-03 15:00:29
9月,10,20250908,1_20250908_141123_ni.txt,128.0,323.0,323.0,0.0509396284829716,0.8134499537673303,0.1768362229102165,0.0381,0.0751000000000061,-13.2352,2.9529999999999887,takakuwa_0908,91.0,97.0,2025-09-08 14:11:45
9月,10,20250908,3_20250908_142152_ni.txt,192.0,17.0,17.0,0.1170000000000015,0.0422960573882295,0.1170000000000015,0.1073000000000021,0.1073000000000021,0.0432000000000023,0.1938000000000102,takakuwa_0908,85.0,88.0,2025-09-08 14:22:07
9月,10,20250908,4_20250908_142800_ni.txt,153.0,294.0,294.0,0.0167867346938768,0.5694079675096642,0.1439588435374143,0.0378499999999988,0.088750000000001,-9.2032,1.3351999999999862,takakuwa_0908,92.0,94.0,2025-09-08 14:28:12
9月,10,20250908,5_20250908_143315_ni.txt,153.0,363.0,363.0,-0.0098358126721764,0.9403691509400798,0.192001652892562,0.0319000000000002,0.1038000000000067,-16.8823,2.24969999999999,takakuwa_0908,95.0,96.0,2025-09-08 14:33:27
9月,10,20250908,6_20250908_144327_ni.txt,153.0,329.0,329.0,-0.0523428571428572,0.9401470602252584,0.1676085106382977,0.0302999999999968,0.1022000000000034,-12.0547,0.2516999999999996,takakuwa_0908,92.0,94.0,2025-09-08 14:43:41
9月,10,20250908,7_20250908_145221_ni.txt,153.0,324.0,324.0,0.0060206790123462,0.108652477650254,0.0868342592592593,0.0036000000000022,0.0690499999999989,-0.2073999999999927,0.4986999999999995,takakuwa_0908,95.0,97.0,2025-09-08 14:52:32
9月,10,20250908,8_20250908_145410_ni.txt,128.0,301.0,301.0,-0.0648627906976742,1.1483812110927638,0.1667079734219272,0.0202999999999917,0.0604999999999975,-14.0992,0.7637,takakuwa_0908,98.0,96.0,2025-09-08 14:54:20
9月,10,20250910,1_20250910_141217_ni.txt,128.0,279.0,279.0,-0.0159623655913973,0.9064722425055904,0.1184290322580645,0.0484000000000008,0.0547000000000039,-15.0738,0.5275000000000176,takakuwa_0910,95.0,95.0,2025-09-10 14:12:32
9月,10,20250910,2_20250910_141415_ni.txt,153.0,265.0,265.0,0.0355301886792453,0.100123861376525,0.0769928301886792,0.0349000000000003,0.0594999999999998,-0.2012,0.6394000000000091,takakuwa_0910,97.0,98.0,2025-09-10 14:14:32
9月,10,20250910,3_20250910_142132_ni.txt,153.0,252.0,252.0,0.045226984126984,0.0883324221989833,0.076579365079365,0.0459999999999976,0.0609000000000001,-0.2105999999999994,0.5482999999999976,takakuwa_0910,97.0,98.0,2025-09-10 14:21:44
9月,10,20250910,4_20250910_142653_ni.txt,153.0,239.0,239.0,0.0424518828451886,0.2427404376482761,0.0897364016736401,0.0549999999999997,0.0728000000000008,-3.4899000000000004,0.2048999999999949,takakuwa_0910,90.0,94.0,2025-09-10 14:27:08
